ID,Depression,Alcohol,Suicide,Drugs
64MWIS95,0.44858857430517673,0.0566819217056036,0.368682112544775,0.12604736955836415
6HICH3FC,0.8660694733262062,0.05688004684634507,0.06348867490305565,0.013561769053922035
6JTLBUO2,0.8063396960496902,0.07004531379789114,0.05026060249656439,0.07335435785353184
6LTXVB46,0.9012322202324867,0.03553105052560568,0.046479455719236284,0.01675722748041153
6O5GQX0Z,0.6250829324126244,0.13802651781588793,0.1794119281694293,0.05747860358678736
6T33I7B8,0.885184071958065,0.02589992230059579,0.05808056826936081,0.030835455429041758
6TSGOG4R,0.9576844051480293,0.01378256637690356,0.01832068688236177,0.010212331253569573
6UFUYHR7,0.6674356460571289,0.022094206709880382,0.04214461299125105,0.26832552609266713
6V2783JI,0.04506295020109974,0.9191378131508827,0.020367642850033008,0.015431589228683151
6X7DK2U3,0.8938237875699997,0.06582471646834165,0.013587254492449574,0.026764244656078517
728CHZ04,0.6081185564398766,0.2792914193123579,0.07182215945795178,0.04076786560472101
72NC368J,0.02538885490503162,0.014943244110327214,0.9324623346328735,0.02720554283587262
74N1XY6J,0.6081185564398766,0.2792914193123579,0.07182215945795178,0.04076786560472101
7BRH6PT9,0.01233569400756096,0.8801255524158478,0.01608750835293904,0.09145127737428993
7BURQ08H,0.00983359576730436,0.9406005367636681,0.015929129905998707,0.03363672879640944
7CGD8W08,0.041133256861940026,0.9180578142404556,0.019549043267033994,0.021259881235891953
7ERDSQ4Q,0.9437851458787918,0.013967954917461611,0.021878778949030675,0.02036812697770074
7GV9GMHR,0.7383898049592972,0.05969574872869998,0.12020430155098438,0.08171013358514756
7HYJWJTB,0.764347106218338,0.07639022171497345,0.06754991319030523,0.09171278914436698
7IMGIR6F,0.9297488480806351,0.03264260711148381,0.022367235244018957,0.015241313318256289
7MFR419R,0.4580371007323265,0.1487710466608405,0.28109131287783384,0.11210052901878953
7NDP01F0,0.6479310765862465,0.011438848356192466,0.32989487797021866,0.010735191070125438
7U5FD20H,0.6600994728505611,0.10456613777205348,0.18082070723176003,0.054513690643943846
82MKUDEC,0.9524120762944221,0.014407780872716103,0.01579913431487512,0.017381025274517015
8B9ADEWI,0.7070392072200775,0.03461391292512417,0.21152646653354168,0.0468204019125551
8BFV4VOX,0.5971304550766945,0.1307926787994802,0.15032879915088415,0.12174809072166681
8P6YOLMS,0.4434358589351177,0.34021645598113537,0.1063960213214159,0.10995162557810545
8Q25BIL1,0.10027674539014697,0.02099408960202709,0.04664273513481021,0.8320864215493202
8SSR9UYN,0.9580997973680496,0.012917868400109,0.017361974925734103,0.01162034892331576
8YXQSEHH,0.9056761190295219,0.018583033815957606,0.037101936992257833,0.03863890533102676
8Z4UTZVE,0.3063430078327656,0.5072053037583828,0.06467301049269736,0.1217786530032754
96Q2X9PY,0.12823690590448678,0.09699466393794864,0.6710714027285576,0.10369704151526093
9CZ5DDHT,0.9463936761021614,0.023951922135893255,0.014175854332279414,0.015478559886105359
9JW2PGV8,0.5120926089584827,0.3577226251363754,0.045064821548294276,0.08511992637068033
9L13GJIT,0.8013114780187607,0.13078414276242256,0.046320247231051326,0.021584153902949765
9OTMSDU9,0.5643289387226105,0.04337426135316491,0.36244237003847957,0.029854459571652114
9VW7CPBV,0.21238870173692703,0.09121296624653041,0.6252002120018005,0.07119811070151627
9YVCQS7J,0.09348862711340189,0.8853819519281387,0.011621452715189662,0.009507940500043333
A08XVOJ9,0.5927599295973778,0.1436218051239848,0.19484017603099346,0.06877806037664413
A1QFJ71D,0.9359147325158119,0.025939321727491915,0.02236367022851482,0.015782268936163746
A54FELHT,0.02740007863030769,0.17445246316492558,0.016037538458476774,0.7821099162101746
A8F3BDON,0.030557963778846897,0.8878971263766289,0.061559273570310324,0.019985632607131265
AFY1KE95,0.95017409324646,0.014344362134579569,0.016029189864639193,0.01945237652398646
AHNC9LX3,0.8387670442461967,0.04732487304136157,0.014576572517398745,0.09933150291908532
AJ95VZJW,0.7982191890478134,0.09582886914722621,0.056066508404910564,0.04988541372586042
ANDTOXCS,0.2717070817016065,0.12670308025553823,0.304680023342371,0.29690984496846795
AYR375LB,0.9129857271909714,0.03233181266114116,0.026584701729007065,0.028097740258090198
AYUG2VBI,0.9003972932696342,0.028235528036020696,0.03919029631651938,0.03217684483388439
BIAU48IL,0.037032507942058146,0.037672611069865525,0.019086115120444447,0.9062087908387184
BKOSUA7B,0.6516773849725723,0.015199429348285776,0.3110633697360754,0.022059816983528435
BKZ07QBO,0.9457785487174988,0.02028681812225841,0.021822130656801164,0.012112512577004964
BPHRVS1H,0.9190708100795746,0.014127346774330363,0.0494743796880357,0.017327458917861804
BQ3RI60R,0.6105684340000153,0.15970611106604338,0.07434667251072824,0.1553787672892213
BU07VJUX,0.8411978706717491,0.06023446086328477,0.04294724250212312,0.05562040046788752
BUUPSFJ1,0.9108727723360062,0.05317613226361573,0.023950394650455564,0.012000697126495652
BUXSYAXO,0.3064249698072672,0.27286092191934586,0.2727313442155719,0.14798274636268616
C41T92F7,0.1320868874900043,0.05470051139127463,0.08988465904258192,0.7233279570937157
C8631YTB,0.5881565324962139,0.10313837509602308,0.177173369564116,0.13153173681348562
CCI1EP67,0.9533618837594986,0.011182791757164523,0.016484906984260306,0.018970417033415288
CL6VO0ZL,0.3121993667446077,0.057164106401614845,0.5291130971163511,0.10152345849201083
CMSUI7KZ,0.5866275057196617,0.19433853775262833,0.1421298747882247,0.07690409431234002
CQ2F9IGN,0.9654763266444206,0.01193493406753987,0.01096498822880676,0.011623738624621183
CR5KBERA,0.0427801770856604,0.9046663865447044,0.04112125304527581,0.01143218874494778
CVXS5L3C,0.037032507942058146,0.037672611069865525,0.019086115120444447,0.9062087908387184
CVZ52G5M,0.9205207526683807,0.04687762929825112,0.015074747243488673,0.01752686346299015
DCK8JTB2,0.677550658583641,0.015996510919649154,0.2941653549205512,0.012287456484045833
DE19DTOL,0.9241477474570274,0.026097506983205676,0.03532836807426065,0.014426365320105106
DG908K5U,0.19480770407244563,0.1890966382343322,0.5096451891586185,0.10645047761499882
DGDIRALY,0.024220696708653122,0.030470304656773806,0.913227990269661,0.03208099532639608
DI4P2QQX,0.06161117134615779,0.8858620747923851,0.028428741556126624,0.024098010355373845
DKVGD1IJ,0.09372090501710773,0.06189196871127933,0.8244290500879288,0.01995804120087996
DODZ41OP,0.03375341172795743,0.9190287888050079,0.014859665039693937,0.03235815605148673
DPJ4OEC9,0.9004711210727692,0.059922560467384756,0.02774755231803283,0.011858747948281234
DT2E8Z0Y,0.6153481379151344,0.16114939376711845,0.17884829128161073,0.04465415480080992
DWV43DRV,0.6849550977349281,0.08695321204140782,0.12177702970802784,0.10631464025937021
DYI2P5P3,0.930056057870388,0.012165253137936816,0.02576498207054101,0.03201369271846488
DYVKY1ON,0.6823480576276779,0.14117054361850023,0.11338590551167727,0.06309551140293479
E0VNIWL4,0.2998559772968292,0.32386578619480133,0.2592097744345665,0.11706841085106134
E41VQ01H,0.010522749056690373,0.9616502597928047,0.014304371026810259,0.013522631386877038
E5KD22KF,0.9206799045205116,0.03017794742481783,0.035949201963376254,0.013192956612328999
E6RVMA41,0.6302762441337109,0.05725815473124385,0.1139484578743577,0.19851712323725224
EE5FDBNM,0.015391719265608117,0.9497583955526352,0.021363547770306468,0.013486341282259673
EIDANND5,0.9523997157812119,0.02085326806991361,0.012162493381765671,0.014584527321858332
EY6IC0E4,0.950009822845459,0.012832193839130923,0.01604205052717589,0.021115947631187737
F33BM4FZ,0.016787273470981745,0.8150610998272896,0.15136705385521054,0.016784587074653246
F49KVD16,0.01476847175945295,0.94192885607481,0.028999907022807747,0.014302743278676644
F4M78KUC,0.7514423355460167,0.04250126238912344,0.15615173894912004,0.04990467964671552
F7AI3ZLC,0.05444042640738189,0.03055322647560388,0.8930193707346916,0.02198697387939319
FFO4UILJ,0.7159820720553398,0.07837919844314456,0.09955570194870234,0.10608306713402271
FHJ1IH58,0.9528176784515381,0.018821939738700166,0.013151840437785722,0.015208560158498585
FKJB1707,0.56022147834301,0.11714977957308292,0.2806690102443099,0.041959735041018575
FPVU61TO,0.01613048926810734,0.18530557118356228,0.012660991051234305,0.7859029397368431
FRZBEQH7,0.04171221783326473,0.2396865002810955,0.02323860867181793,0.6953626945614815
FUOOXD1M,0.8812397047877312,0.03009053284768015,0.02708779729437083,0.06158196448814124
FV80RL12,0.9460072740912437,0.019322072446811944,0.01380835647432832,0.020862285513430834
G1QBYL4O,0.7382022887468338,0.08419026620686054,0.11438902537338436,0.06321842595934868
GC265VS9,0.07880522031337023,0.8882467970252037,0.017736347537720576,0.015211651349090971
GFM2D42Q,0.870713084936142,0.026822132262168452,0.08811838901601732,0.014346377851325087
GGNQOSTW,0.8591868877410889,0.04214783699717373,0.07062766188755631,0.028037643467541784
GGX9MUZS,0.9164806455373764,0.02904994523851201,0.02528671477921307,0.029182675410993397
GHKPUMG2,0.666260652244091,0.14116285182535648,0.12893936969339848,0.06363714253529906
GIBCN23O,0.09536297526210546,0.8384134545922279,0.03171582706272602,0.03450771910138428
GNTLJ0E7,0.2326017743907869,0.6544894613325596,0.041497478261590004,0.07141125807538629
GT67A35X,0.7224287241697311,0.12072628713212907,0.12631061696447432,0.030534375182469375
GTF1GHCS,0.9004677087068558,0.038381129736080766,0.020064991651452146,0.04108617187011987
GW73P4MY,0.03124832670437172,0.9255826771259308,0.02023918300983496,0.022929780490812846
GX06HFUO,0.660273190587759,0.2144059855490923,0.034572129108710214,0.09074868820607662
H4ATKPDS,0.9602370262145996,0.011247981994529255,0.017824814654886723,0.010690155155316461
H4L5M9EC,0.04177207872271538,0.2003589547239244,0.03466343425679952,0.7232055068016052
HB2GBCNY,0.8765943273901939,0.03751193662174046,0.06026824563741684,0.025625480629969388
HFHX9FY3,0.9402576833963394,0.014653879654360935,0.011276868306595134,0.03381161123979837
HNOBGMQR,0.023302864283323288,0.8298488855361938,0.029603973496705294,0.1172442955430597
HORZOP1I,0.9069499149918556,0.016580814466578886,0.053366930660558864,0.02310232527088374
HT3X6CBT,0.8206507638096809,0.14326971035916358,0.023396081669488922,0.012683424676652066
HZ481ZV9,0.07598564540967345,0.8877770826220512,0.019530742669303436,0.016706482972949743
I4QJFX7S,0.6421788409352303,0.07653336506336927,0.2309831641614437,0.05030463822185993
I7C5YIBV,0.015562960055831354,0.9584620893001556,0.010666297918760392,0.015308691101381555
I8XKEO6Q,0.015927269909298047,0.9233016669750214,0.012727069231914356,0.04804396218969487
ICAT0M7H,0.16082333214581013,0.36826761718839407,0.4272465370595455,0.043662514770403504
IJ2CEKCQ,0.6346230991184711,0.2254377380013466,0.08348099607974291,0.05645814479794353
IJHBPXRO,0.9165939688682556,0.017057644625310786,0.027846395620144904,0.03850200114538893
IRVOJF0A,0.7367761433124542,0.05982588161714375,0.15649956185370684,0.04689842811785638
ITPITEXJ,0.3988634776324034,0.03437737887725234,0.5432922570034862,0.02346690811100416
IV09XHLO,0.8804710581898689,0.03578186500817537,0.02849725168198347,0.055249824305064976
IZ0BUDDN,0.8663552403450012,0.01891826291102916,0.09541792422533035,0.01930859946878627
J4VYS10W,0.07105084758950397,0.8911663964390755,0.02515778347151354,0.012624949522432871
J89G2EAB,0.4722820594906807,0.3629259318113327,0.10419849073514342,0.06059352424927056
JGI2B1K2,0.023274365230463445,0.9268082156777382,0.03967456257669255,0.010242832919175271
JJSOMO3W,0.09482841973658651,0.8409609273076057,0.03324753954075277,0.030963134369812906
JTTTLHQZ,0.07584535563364625,0.034388102940283716,0.026551847578957677,0.8632147014141083
JY50ZNP9,0.36364123597741127,0.07975461892783642,0.4836738221347332,0.07293033506721258
K0732B8A,0.4664496034383774,0.08225927455350757,0.3893330227583647,0.061958108795806766
K1N9Q5UD,0.023181595606729388,0.9501572400331497,0.016155677767528687,0.010505513268071809
K4YUOEO3,0.5317437201738358,0.1831956086680293,0.22521205991506577,0.0598485954105854
K6LT8NSF,0.9562217071652412,0.013686195357877295,0.015374195398180746,0.014717896658112295
K7PGBHJ1,0.04736059647984803,0.016046826407546178,0.9183448255062103,0.018247780273668468
K83YUYRB,0.9431663975119591,0.028264020598726347,0.012309156198170967,0.01626040687551722
KCCMSUEO,0.02262165048159659,0.943654790520668,0.01242253246891778,0.021301051892805845
KFXWZ5UZ,0.018184860251494683,0.8854434788227081,0.07717261114157736,0.01919907117553521
KO185AS3,0.26147687435150146,0.14424234349280596,0.5183215700089931,0.07595920376479626
KOHTZ87Y,0.5354620032012463,0.12636618572287261,0.29884790815413,0.03932389337569475
KRK4V810,0.049358218850102276,0.9200426787137985,0.018653322957106866,0.011945794351049699
KXANZF15,0.26393990498036146,0.08168025233317167,0.03556337731424719,0.6188164539635181
L21RGZEA,0.028242284432053566,0.09898340655490756,0.019021098531084135,0.8537532165646553
LA7HU1TD,0.43543365597724915,0.01731832989025861,0.015847614035010338,0.5314003378152847
LDQPDSEQ,0.751378707587719,0.16897143959067762,0.03659983305260539,0.04305003257468343
LDXD2SH6,0.8716644644737244,0.027501674107043073,0.08050694075063802,0.02032694210356567
LFTDM9RL,0.4910023361444473,0.15230451431125402,0.10407517850399017,0.2526179784908891
LILA0SH7,0.8126550689339638,0.03816562594147399,0.1168139023357071,0.03236538777127862
LNMBLTH4,0.937104232609272,0.025479734787950292,0.01890055752301123,0.018515510950237513
LREDNA2Z,0.09182249312289059,0.8782520219683647,0.011039006840292132,0.018886454839957878
LU8M98TQ,0.27615815214812756,0.1328157428652048,0.02706521371146664,0.5639608334749937
LURBO1AA,0.5405401457101107,0.3747945185750723,0.05239913868717849,0.03226617374457419
M1H2TZHZ,0.9556054845452309,0.013463423141729436,0.013755629919614876,0.017175474433315685
MGGGVEEK,0.06831479334505275,0.8832779675722122,0.033382508263457566,0.015024734879261814
MHZNTK7J,0.020997949555749074,0.9523536413908005,0.012891126447357237,0.01375725760590285
MOR6QVHM,0.9616093039512634,0.009757524116139393,0.019417630741372705,0.00921554028900573
MZ0W3E21,0.034847234608605504,0.05723470123484731,0.8806907311081886,0.0272273100563325
N0M5HFZ4,0.9585124477744102,0.012561638359329663,0.014342387599754147,0.014583459458663128
N3RP8SW2,0.17739681620150805,0.7911536693572998,0.01679817627882585,0.014651296281954274
N4MHVE6D,0.6670493930578232,0.10669462801888585,0.11725899064913392,0.10899694077670574
N6AYNOKV,0.3156907045049593,0.6243541706353426,0.047426091390661895,0.012529031344456598
N82L56BF,0.9610892236232758,0.01205404458232806,0.013458494988299208,0.013398239159869263
N9K4UUS4,0.04813479061704129,0.0985631380463019,0.841179758310318,0.012122299092879985
NAF8DOAZ,0.9569309502840042,0.011522078304551542,0.013832440570695326,0.017714513727696612
NAFC0V61,0.04909239546395838,0.8861005455255508,0.01622546769795008,0.048581597686279565
NBH3E9YH,0.3557690419256687,0.07085017603822052,0.5387619361281395,0.03461884427815676
NE6LYAT9,0.022137710115202935,0.22211916791275144,0.01941045292187482,0.7363326847553253
NKILW1NP,0.7264281734824181,0.05488428007811308,0.15740312449634075,0.06128442706540227
O7K8KU2O,0.4079888593405485,0.12102147284895182,0.42441502027213573,0.04657461622264236
OHRCIS8J,0.016388466552598402,0.8665060326457024,0.09962149319471791,0.017484013020293787
OKHQWFS5,0.01493808916893613,0.9616660326719284,0.011515869075083174,0.011880052032211097
OMAPSLZT,0.9051704034209251,0.022979530825978145,0.041662305186036974,0.03018775535747409
OOY8GDRH,0.9491325989365578,0.013805625872919336,0.02051875536562875,0.016542969562578946
OPZP8AD6,0.8837702423334122,0.038895749719813466,0.057300276355817914,0.020033717359183356
OQ3TLQ4J,0.7328323647379875,0.12071189587004483,0.09287182241678238,0.05358390719629824
OUREQSFZ,0.12205748469568789,0.026416973443701863,0.8265292793512344,0.024996295222081244
OWAUAIR6,0.9431556984782219,0.016053337312769145,0.024797971942462027,0.015992993023246527
OWJE6CPQ,0.024220696708653122,0.030470304656773806,0.913227990269661,0.03208099532639608
P6Y2IXU4,0.023040304076857865,0.8995615094900131,0.014172080089338124,0.06322610785719007
PCRO6970,0.42293286696076393,0.3647259622812271,0.04122122819535434,0.17111994931474328
PCRSZ9UV,0.9238649755716324,0.02861374945496209,0.02779530838597566,0.019725933845620602
PGGZ2N8A,0.7817069441080093,0.055793296080082655,0.10917718010023236,0.05332259368151426
PHH1ERZG,0.6461185663938522,0.1868638452142477,0.13650105870328844,0.030516555882059038
PM7CUC6D,0.44395103864371777,0.043472824385389686,0.49096317030489445,0.02161297862767242
PM8EMAGV,0.8299279510974884,0.08895840341574512,0.06349954375764355,0.017614086595131084
PRURL087,0.9549283310770988,0.019069098954787478,0.012998604972381145,0.01300396841543261
PT0X6CU5,0.9583151042461395,0.01261112951033283,0.016142563137691468,0.01293121706112288
PUVTNFYO,0.2493301574140787,0.5127608515322208,0.212851052172482,0.02505793998716399
PYTVXEF9,0.8429766595363617,0.07269965973682702,0.05057484284043312,0.03374883532524109
PZ024QY0,0.30560507671907544,0.5478548295795918,0.048905276227742434,0.0976348640397191
Q4WRS0PQ,0.0589731486979872,0.019376761047169566,0.9042016789317131,0.017448408238124102
Q7OA0QNU,0.9225622490048409,0.0290368166170083,0.02594549529021606,0.022455404832726344
QHA0QIDB,0.8809092193841934,0.01639003088348545,0.08203485328704119,0.020665893331170082
QNVFKVPO,0.935835599899292,0.025163920829072595,0.01969739291962469,0.01930309520685114
QSI99X2N,0.9372071698307991,0.020231396483723074,0.02919945277972147,0.013362009660340846
QTD01ME7,0.4429312776774168,0.11267812084406614,0.3659409359097481,0.07844969211146235
QWEPGVLE,0.9255383536219597,0.02978986280504614,0.02992248989176005,0.014749296969966963
R5TQVK1E,0.7738992348313332,0.08384300535544753,0.07696747360751033,0.06529026152566075
R7X390UC,0.9051794186234474,0.021284228598233312,0.02765140833798796,0.04588496225187555
RBDC9TXE,0.02988384463242255,0.9273762106895447,0.013927976891864091,0.028811965632485226
RBJKAVC6,0.49357451871037483,0.31819280795753,0.06643290992360562,0.12179976282641292
RBU7ND89,0.2726659500040114,0.19896086119115353,0.4638931043446064,0.06448008632287383
RMOUHSEU,0.027964919456280768,0.9323125556111336,0.028362697776174173,0.01135983705171384
RRFBVOW9,0.9639919102191925,0.011435706488555297,0.012359056927380152,0.012213345544296317
RT2TOM8I,0.663179449737072,0.06349687580950558,0.2211926905438304,0.052130985946860164
S3S91EPE,0.8966351076960564,0.012669193267356604,0.07874554279260337,0.01195015583653003
S86OIM9K,0.9052491188049316,0.0403812428121455,0.04172995931003243,0.012639667053008452
SAPK1D54,0.02488743799040094,0.9409076869487762,0.022141859255498275,0.012063000562193338
SC9WIG5M,0.9503306448459625,0.01665247409255244,0.022079060261603445,0.01093781302915886
SE85CBXL,0.9399318844079971,0.012808677725843154,0.024823661835398525,0.022435805207351223
SELKNMCN,0.053521447349339724,0.05781193310394883,0.02399672631872818,0.8646698817610741
SF4BGQSH,0.8104573637247086,0.03228926961310208,0.1175276308786124,0.03972569794859737
SKWI5DBU,0.16461745649576187,0.07745164982043207,0.023911089985631406,0.7340198010206223
SLAB1M8M,0.9317897707223892,0.02049751293088775,0.0210319951584097,0.02668074012035504
SN0Y3CB9,0.2761712474748492,0.10560191702097654,0.5547332912683487,0.06349351856624708
SNVUHXY1,0.9195676222443581,0.02709424469503574,0.03848232701420784,0.01485583046451211
SQJTBF4L,0.9281312078237534,0.019376656360691413,0.020661348215071484,0.03183074912521988
SXWT5DIS,0.6421788409352303,0.07653336506336927,0.2309831641614437,0.05030463822185993
TC5Z7J76,0.014338934743136633,0.8946211859583855,0.012137674319092184,0.07890222524292767
TUI47XO3,0.015245944130583666,0.9506259709596634,0.013191293975978624,0.020936757704475895
UA7A354V,0.2412106804549694,0.029989460133947432,0.057501713978126645,0.6712981164455414
UPST0OK2,0.9419801533222198,0.02177630038931966,0.02027443196857348,0.01596913048524584
USO2MI7J,0.534936647862196,0.22957987058907747,0.1526120314374566,0.0828714554081671
V0A2N0K5,0.9233945608139038,0.049164139200001955,0.014873186271870509,0.012568090372951701
V26UYHV9,0.2948176497593522,0.033345870790071785,0.10665257880464196,0.565183874219656
VB7VFL75,0.03503526368876919,0.8373304232954979,0.034077838296070695,0.09355646790936589
VIV8YU3K,0.840290941298008,0.0990016395226121,0.025938740698620677,0.03476870257873088
VLMY8JHQ,0.0595671838382259,0.8964198604226112,0.030329095956403762,0.013683867553481832
VT4U2VXD,0.8458665683865547,0.03956900187768042,0.0480608195066452,0.06650363514199853
VUWHXYI6,0.9300787523388863,0.021100165118696168,0.02306186719215475,0.02575920699746348
VVD03CXJ,0.9391837269067764,0.018903935808339156,0.0189822452084627,0.0229300876671914
W2D2M625,0.9527967572212219,0.018233697104733437,0.013820223801303655,0.015149297774769366
WDYSQ3BP,0.8919530510902405,0.034406630555167794,0.043290509609505534,0.030349782900884748
WLI8IPM8,0.9214669391512871,0.028424871794413775,0.030138118425384164,0.019970118475612253
WOKOVI83,0.8595836460590363,0.08418516622623429,0.039765755747794174,0.016465441352920607
WVGL15DG,0.1285110586322844,0.19111686758697033,0.02776295786316041,0.6526091173291206
X0016IPJ,0.15185562521219254,0.02960522612556815,0.7938651666045189,0.024673985317349434
X2E196ZE,0.014739339170773746,0.9585549980401993,0.011426110162574332,0.015279559258488007
X72WL59G,0.9334442317485809,0.01836609686142765,0.03698035120032728,0.011209310618141899
XDK01LYR,0.7887694463133812,0.10252162488177419,0.05015168234240264,0.058557253098115325
XLE74IX1,0.24526219069957733,0.5407229252159595,0.06341814249753952,0.15059676486998796
XU4HGW9C,0.0324251729180105,0.8689216524362564,0.02311440733319614,0.07553877704776824
XUHRT8P4,0.7655803486704826,0.062340543954633176,0.1222422644495964,0.049836822086945176
XXMTEUX8,0.6003391332924366,0.1368067255243659,0.22939708177000284,0.03345704890671186
XYRTMPGC,0.949058510363102,0.02587377224699594,0.012814924361009616,0.012252749467734247
Y3QTMIO7,0.7508535906672478,0.07833272102288902,0.118443189188838,0.052370483754202724
Y5S49JQ7,0.6110275350511074,0.033895296859554946,0.25123926158994436,0.10383789427578449
YAK9NY3K,0.17260320391505957,0.7672025337815285,0.03351458458928391,0.02667966886656359
YCHHQT18,0.6205702498555183,0.2509133075363934,0.04981733887689188,0.07869912963360548
YDIWQZA5,0.10957968141883612,0.019418433657847345,0.8542030900716782,0.016798784723505378
YG9CPVR0,0.6803393661975861,0.22996315360069275,0.05275253637228161,0.03694494429510087
YIJ0CEQJ,0.035995011450722814,0.04178043000865728,0.016650094592478126,0.9055744931101799
YMT18ON6,0.4277008920907974,0.011240033840294927,0.5510824210941792,0.00997666256444063
YNOCXCJN,0.9099599197506905,0.010911755787674338,0.06648266920819879,0.012645633585634641
YO2RYXV5,0.9556583985686302,0.013918581564212218,0.01539244050218258,0.01503059029346332
YSSD2IXK,0.022108369405032136,0.8030068054795265,0.02694588986923918,0.1479389516171068
Z78UM6R8,0.8334024101495743,0.036957984091714025,0.04583923239260912,0.08380035357549787
Z9A6ACLK,0.5236018411815166,0.15809315536171198,0.16203755140304565,0.1562674487940967
ZDUOIGKN,0.5755629725754261,0.050041708163917065,0.3146483777090907,0.059746936429291964
ZHQ60CCH,0.5113085545599461,0.299869766458869,0.13598988577723503,0.05283178947865963
ZVIJMA4O,0.03961039672140032,0.0344697036780417,0.04125369060784578,0.8846662044525146
ZYIFAY98,0.30541897378861904,0.47924816980957985,0.17008626088500023,0.04524657750152983
